"CODI","NOM","CARRER","NUMERO_CARRER","X_ETRS89","Y_ETRS89","LATITUD","LONGITUD"
"08-105","de les Torres","C ALCANTARA","37-43","430891.897348689","4588661.779344412","41.446561061","2.172672244"
"08-109","Maladeta","C ESCULTOR ORDOÑEZ","38-36","431052.206306940","4587171.515764710","41.433152619","2.174761252"
"08-113","Espiell","C ESPIELL","54","430518.952428474","4586768.409159119","41.429476038","2.168425696"
"08-126","Pl. Madres Plaza de Mayo","PL MADRES DE LA PLAZA DE MAYO","122","430846.807806424","4587411.527701857","41.435296655","2.172275613"
"08-128","","C S'AGARO","53","432159.973528341","4589217.290615605","41.451672511","2.187789139"
"08-129","","C SANT FELIU DE CODINES","138","431048.813827044","4589484.209454811","41.453981850","2.174456677"
"08-130","","C LLIÇA","10","430854.792174585","4589306.050643863","41.452360554","2.172154317"
"08-131","Jardins de la Segona República","PARC GUINEUETA","2","431039.051137904","4587811.986882691","41.438919969","2.174530726"
"08-132","C/ Font de Canyelles","PLTA CHARLOT","25","431129.532742273","4588005.226504188","41.440668169","2.175591666"
"08-133","al centre","VIA JULIA","113-117","431331.894580829","4588206.445290670","41.442497802","2.177990911"
"08-134","al centre","VIA JULIA","207-209","431443.677194762","4588528.464953895","41.445407663","2.179292355"
"08-135","Pablo Iglesias","VIA FAVENCIA","402-400","431789.228524207","4588633.152502161","41.446379979","2.183416824"
"08-136","Palamos","VIA FAVENCIA","430-424","431881.898753909","4588644.501818202","41.446490067","2.184524835"
"08-137","passeig central (metro)","C MAS DURAN","132","431395.975807966","4588355.255041046","41.443843553","2.178741036"
"08-140","Parc Turó de la Peira","PARC TURÓ DE LA PEIRA","62.I","430235.484922955","4587155.901925062","41.432941461","2.164988676"
"08-141","Cabanelles","C ESPINAUGA","5","430233.887015076","4587432.522378066","41.435432732","2.164937621"
"08-142","Tisso","AV RIO DE JANEIRO","499","431940.765169371","4588159.600605461","41.442127735","2.185284119"
"08-143","Joaquim Valls","AV RIO DE JANEIRO","103-105","431786.254061583","4588045.011594035","41.441082561","2.183447633"
"08-144","Molí","C CONFLENT","4","431413.424147364","4588132.564556147","41.441839356","2.178975173"
"08-145","Vesuvi","C VESUVI","563-565","432051.038175784","4588533.670362030","41.445506184","2.186561958"
"08-146","Rio de Janeiro","PL CAN DRAGO","507-515","432002.176337036","4588301.100364340","41.443407375","2.186003254"
"08-148","","C PABLO IGLESIAS","109-111","431761.958076430","4588579.662624164","41.445895898","2.183096431"
"08-149","Antonio Machado","C ANTONIO MACHADO","24","430614.464820794","4588385.061007620","41.444044839","2.169383081"
"08-151","Placeta","C PLA DE FORNELLS","24-22","431227.148019460","4588681.596836234","41.446768341","2.176683042"
"08-152","Pl. Joaquim Serra (Mercat N. Sra. Montserrat)","RDA DE DALT","251-257","431422.487737655","4588604.425234548","41.446089998","2.179030091"
"08-153","Sant Feliu de Codines","AV ESCOLAPI CANCER","165","431012.273150388","4589402.459602757","41.453242422","2.174028565"
"08-154","","AV RASOS DE PEGUERA","97-103","430987.839214958","4590207.181055205","41.460488112","2.173644058"
"08-156","Pl Eucaliptus","AV ESCOLAPI CANCER","22","431466.077717977","4589911.726966194","41.457868069","2.179403496"
"08-157","","C VACARISSES","1","431555.357058881","4589806.536124180","41.456928278","2.180484311"
"08-159","","C CASTELLVI","36","430833.033492831","4589484.391090148","41.453964917","2.171873406"
"08-161","","C FANALS","12","431603.619315675","4588775.524133023","41.447646473","2.181178904"
"08-162","Andratx","C ANDRATX","2","430955.366253111","4587184.216518102","41.433258691","2.173600835"
"08-165","Pl Santa Engracia","PL SANTA ENGRACIA","5-11","431563.635117441","4588229.843572680","41.442728329","2.180762097"
"08-166","Torre Baró","C LLOBERA","109","431193.810491645","4589014.557615050","41.449764329","2.176246047"
"08-167","Teide","PARC TURÓ DE LA PEIRA","52","430441.664455805","4587052.010196724","41.432023633","2.167468144"
"08-168","Pg Maragall","C VILA-RODONA","198-194","431114.370326787","4586369.034014405","41.425930297","2.175596667"
"08-186","Chafarinas","C LA FOSCA","20-16","431778.040218438","4588858.912943535","41.448412367","2.183257395"
"08-187","Empúries","C VALL D'ARO","9","431696.749608726","4588795.123458550","41.447830926","2.182291506"
"08-188","camp futbol Almanzora","PARC ESPORTIU DE CAN DRAGÓ","416-412","431683.996471342","4587064.110810854","41.432239252","2.182334570"
"08-190","¿Rbla Caçador, 2-4?","VIA FAVENCIA","94-90","430368.331883974","4588047.882336897","41.440986699","2.166475777"
"08-191","","C AGUDES","124-118","430922.009563842","4590266.691647712","41.461018434","2.172849077"
"08-193","Gasela","VIA FAVENCIA","67-69","430566.772824497","4588131.350966421","41.441755653","2.168841376"
"08-194","Parc de Josep Maria Serra Martí","PARC JOSEP MARIA SERRA MARTI","94-90","430368.703100401","4588208.382588909","41.442432291","2.166461722"
"08-195","Parc de Josep Maria Serra Martí","PARC JOSEP MARIA SERRA MARTI","17","430310.672865693","4588189.302998173","41.442255414","2.165769328"
"08-196","Parc de Josep Maria Serra Martí","PARC JOSEP MARIA SERRA MARTI","25","430326.633071851","4588213.242915283","41.442472417","2.165957603"
"08-198","Parc de Josep Maria Serra Martí","C FEDERICO GARCIA LORCA","14","430237.193055366","4588229.333619910","41.442609572","2.164885190"
"08-201","interior","PG FABRA I PUIG","166","430433.799977141","4587782.721419724","41.438604177","2.167289912"
"08-202","Passeig de la Pineda","TORR TAPIOLES","24-18","431768.623072840","4590555.535684225","41.463692379","2.182952911"
"08-209","Sant Ferran / Amilcar","PL SANTA EULALIA","12-11","430787.422544091","4586728.747063464","41.429141995","2.171643061"
"08-210","Escultor Ordoñez","C VALLDEMOSSA","57","430941.688611389","4587498.387121605","41.436087129","2.173401243"
"08-213","","C ARNAU D'OMS","70","431283.325460911","4587012.553761887","41.431740716","2.177545324"
"08-215","Arnau d'Oms","C ARNAU D'OMS","1","431243.532381652","4586614.053427922","41.428148164","2.177114423"
"08-216","Parc de la Guineueta","PARC GUINEUETA","2","430999.021565919","4587876.677288540","41.439499171","2.174044229"
"08-217","Parc de la Guineueta","C CASTOR","2","430867.922179106","4587984.458452466","41.440458637","2.172462767"
"08-218","Parc de la Guineueta","C ARTESANIA","35-39","430840.142838168","4588077.138809934","41.441290980","2.172119662"
"08-219","Retirada de la font per posar-la al costat de ornamental","C NOU BARRIS","1-9","431429.839539175","4588840.575552170","41.448217540","2.179091283"
"08-220","Pl Joaquim Serra (Ronda de Dalt)","C LES TORRES","1","431496.358568665","4588698.934824447","41.446947516","2.179903623"
"08-221","Rio de Janeiro","AV RIO DE JANEIRO","66-56","431517.030217496","4587592.732915207","41.436986138","2.180276467"
"08-223","Ptge l'Esperança","C DESFAR","8-6","431176.163096934","4586722.284110496","41.429117188","2.176295898"
"08-224","Av de Borbó","PL VIRREI AMAT","54-52","431027.193134582","4586757.705294638","41.429423436","2.174509117"
"08-230","Plaça de Harry Walker","PL HARRY WALKER","249-259","431581.632357017","4587861.902853242","41.439415959","2.181019185"
"08-232","","PL JARDINS D'ALFABIA","6-7","431032.469461933","4587592.096583198","41.436938936","2.174477048"
"08-233","Pl d'Alvaro Cunqueiro","PL ALVARO CUNQUEIRO","1-4","430604.711605194","4586642.108308260","41.428345908","2.169466487"
"08-236","pròxim a jocs infantils","AV VALLBONA","63","431939.608233103","4589882.633332167","41.457646338","2.185076080"
"08-237","Pl Roquetes","C MINA DE LA CIUTAT","75","431172.669255392","4588855.807524372","41.448332718","2.176011060"
"08-238","Parc Central de Nou Barris","C DOCTOR PI I MOLIST","134","430813.558986578","4587574.148212287","41.436758451","2.171859066"
"08-241","Av Borbó","PG MARAGALL","182","431154.030074249","4586327.573648013","41.425560278","2.176075977"
"08-242","Pg Maragall","C PINTOR MIR","2","430403.030771194","4586573.209724906","41.427707916","2.167060916"
"08-243","Argullos","C ARGULLOS","1","431629.894414887","4588123.592902596","41.441777014","2.181567220"
"08-244","Pg de Fabra i Puig","PL SANT FRANCESC XAVIER","20","430173.675993831","4587309.932640820","41.434323382","2.164231165"
"08-245","Antonio Machado","RDA GUINEUETA VELLA","30-26","430648.725253932","4588435.200827583","41.444499389","2.169787416"
"08-246","","C JUAN RAMON JIMENEZ","6-4","430031.742458608","4588192.405123829","41.442259094","2.162430316"
"08-247","Grau","C PERE D'ARTES","8.B","430877.793793489","4586875.276613090","41.430469513","2.172707788"
"08-248","Francesc Layret","C CASALS CUBERO","270","431243.774529576","4588217.715975908","41.442591771","2.176934869"
"08-249","Pablo Iglesias","C PABLO IGLESIAS","2","431509.184044200","4588099.363778338","41.441548503","2.180125131"
"08-256","Vidal i Guasch","PL RAÏM","56-52","431023.267329277","4588632.298302619","41.446306835","2.174248150"
"08-257","","C ORISTA","1","431844.282588291","4590476.174986349","41.462984040","2.183867782"
"08-258","Parc Central de Nou Barris","PARC CENTRAL DE NOU BARRIS","26-16","430707.418616714","4587547.048972912","41.436505227","2.170591832"
"08-259","Parc Central de Nou Barris","PARC CENTRAL DE NOU BARRIS","98-96","430205.399122125","4587716.553046879","41.437988405","2.164563866"
"08-260","Parc Central de Nou Barris","C RIBA-ROJA","442-438","430248.738245879","4587592.022519054","41.436870575","2.165096954"
"08-261","Parc Central de Nou Barris","PARC CENTRAL DE NOU BARRIS","1-43","430465.028309759","4587556.170822904","41.436566431","2.167689748"
"08-262","","C SANTA FE","4","430975.580993446","4586485.455250816","41.426966947","2.173922550"
"08-263","Pça de la Torre Llobeta","PL TORRE LLOBETA","1.B","430962.550496420","4586422.465248838","41.426398500","2.173773811"
"08-264","","PL TORRE LLOBETA","255-257","430972.480386570","4586405.925147260","41.426250382","2.173894526"
"08-265","Parc esportiu de Can Dragó","PARC ESPORTIU DE CAN DRAGÓ","294-300","431903.492727569","4587845.030389346","41.439291356","2.184873441"
"08-266","Lola Anglada","C VINYAR","78","431855.067080325","4588429.221681097","41.444548843","2.184227938"
"08-267","Pl Verdum","PL VERDUM","1-5","431171.224983572","4588292.476643836","41.443258895","2.176057963"
"08-268","Pl Paul Claudel","PL PAUL CLAUDEL","15","430894.413156775","4586787.786347745","41.429682952","2.172916680"
"08-269","Miquel Ferra","C MIQUEL FERRA","4-2","430903.693443724","4586823.786334912","41.430007988","2.173023624"
"08-270","Santapau","PG CIUTAT DE MALLORCA","53-31","431293.356697707","4587173.803942660","41.433193895","2.177647044"
"08-272","Pl de Prosperitat","PL PROSPERITAT","19-23","431386.342613418","4587935.674449071","41.440063727","2.178673382"
"08-273","Pl de Prosperitat","PL PROSPERITAT","3-4","431404.612572703","4587926.564296272","41.439983237","2.178893092"
"08-274","Parc Central de Nou Barris","C MONT-RAL","31","430077.359198457","4587752.724078358","41.438303044","2.163027209"
"08-275","Garrofers","C HORITZONTAL","13-17","431412.430693798","4587676.983840989","41.437736027","2.179014998"
"08-276","Escultor Ordoñez","C GARROFERS","1-3","431310.360620976","4587688.244631744","41.437828724","2.177792072"
"08-277","C/ de Palamos","VIA FAVENCIA","367-373","432003.059652711","4588738.281048644","41.447344974","2.185964613"
"08-278","Pla dels Cirerers","C LLOPIS","35-37","431270.248892119","4588787.896677831","41.447729433","2.177186879"
"08-279","","PL CESAR VALLEJO","80","430528.807373143","4587419.430122314","41.435340382","2.168468804"
"08-280","","C ESCULTOR ORDOÑEZ","91-117","431154.368239713","4587405.805364035","41.435271542","2.175957222"
"08-281","Jota","PL GARRIGO","5-6.P","431579.133698476","4586719.411055712","41.429125739","2.181118620"
"08-282","Antoni Costa","PL GARRIGO","14-20","431622.053608673","4586698.790697988","41.428943673","2.181634581"
"08-283","Aiguablava","C VILA-REAL","8-6","431943.222658206","4589146.882146609","41.451020018","2.185202288"
"08-284","Av Rasos de Peguera","C VALLCIVERA","49","431199.068733179","4590100.319286270","41.459543793","2.176185263"
"08-285","C/ de la Fosca","C CHAFARINAS","16-10","431801.199905290","4588812.872695407","41.447999668","2.183539832"
"08-286","","PG MARAGALL","366","430182.500646339","4586601.801443621","41.427946293","2.164418570"
"08-287","jocs infantils superiors","C TURÓ DE LES ROQUETES","97.C","430794.808469532","4588829.570345394","41.448063922","2.171490835"
"08-288","jocs infantils inferiors","C TURÓ DE LES ROQUETES","95.C","430786.058174143","4588792.390352865","41.447728302","2.171390350"
"08-289","Pintor Alsamora","C PINTOR ALSAMORA","7-9","431499.458102270","4587317.112610285","41.434502229","2.180097396"
"08-290","jardins parc infantil C/ de Vila-Real","PAS ANTONIO CUADRILLERO","71","431871.532042494","4589080.352584781","41.450414730","2.184351575"
"08-291","a dalt de TMB","C VILA-REAL","16-14","431952.863137726","4589208.142170146","41.451572581","2.185310793"
"08-292","Pl Nou Barris","PL NOU BARRIS","66","431973.637934111","4588517.610922847","41.445354988","2.185637274"
"08-293","Pl Primer de Maig","PL PRIMER DE MAIG","59","432013.525270108","4590794.874202888","41.465868796","2.185858280"
"08-294","Tisso","C JOAQUIM VALLS","15-17","431783.065132328","4588186.941842980","41.442360604","2.183393437"
"08-295","Tamariu (sortida metro)","C CHAFARINAS","26-24","431902.731169809","4588958.882156814","41.449323340","2.184738758"
"08-296","Alella","C SANTANYI","30-28","431117.195055157","4586992.934988287","41.431549786","2.175559380"
"08-297","Pl de l'Aire","PL AIRE","23","432013.062137564","4589063.941486781","41.450278922","2.186047686"
"08-298","","VIA FAVENCIA","288.A","431239.756568705","4588487.606433786","41.445022225","2.176856055"
"08-299","Vilatorta","C BRULL","1","431258.817620733","4589941.398583517","41.458117581","2.176918717"
"08-300","Pl de les Roquetes","C NOU BARRIS","23-27","431299.719425517","4588852.226556266","41.448311350","2.177532339"
"08-301","Molí","C MOLI","114-110","431598.727929233","4588593.633882579","41.446007840","2.181140950"
"08-302","","C CASAS I AMIGO","11","431393.757504381","4587259.783319352","41.433976862","2.178838868"
"08-303","Duero","C DUERO","16.B","430268.651308574","4586671.710899801","41.428583424","2.165441460"
"08-304","Valldaura - Boada","C FONT D'EN CANYELLES","10-6","431342.111752999","4587831.164618201","41.439118666","2.178155853"
"08-305","Av. Escolapi Cancer 2","PL EUCALIPTUS","3","431604.169744751","4590150.606295171","41.460031341","2.181029722"
"08-306","Av. Borbo (antigues cotxeres)","AV BORBO","15","431125.361757881","4586555.814229438","41.427613501","2.175706918"
"08-307","C/ Ramon Albó-Felip II (antigues Cotxeres)","C FELIP II","71-73","431229.302029439","4586570.443466055","41.427754166","2.176949090"
"08-308","Casa de l'Aigua","C GARBI","63","432172.814890192","4589394.220796973","41.453267139","2.187922992"
"08-309","","C NOU BARRIS","1-9","431429.579129864","4588786.635468907","41.447731700","2.179094290"
"08-310","","C PERAFITA","71-77","430581.827622332","4590080.563933332","41.459312702","2.168797502"
"08-311","","C MARIN","7-9","431083.795611261","4588393.207465604","41.444158638","2.174999968"
"08-312","Parc Infantil","C VELIA","71-75","431568.405782345","4586996.751578661","41.431622731","2.180958841"
"08-313","","C ANTONIO MACHADO","6","430108.972152030","4588136.204447238","41.441759645","2.163361217"
